id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
2076,"@arissaamalina5121","We live we love we lie","UgyfFZTHTL2JgDKK8614AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyfFZTHTL2JgDKK8614AaABAg","2023-09-15 08:57:13",0,"We live we love we lie","http://www.youtube.com/@arissaamalina5121",
2077,"@salimhassan4081","Allow us to download","Ugz11LDlORhIWzvadst4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz11LDlORhIWzvadst4AaABAg","2023-09-15 06:38:02",0,"Allow us to download","http://www.youtube.com/@salimhassan4081",
2078,"@user-wi2qm6yy9h","I love your songs Alan. I am from Asia. Your songs are so famous here. ☺☺☺","UgzWMW9fZRNw7xZuRkV4AaABAg","",12,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzWMW9fZRNw7xZuRkV4AaABAg","2023-09-15 01:10:46",0,"I love your songs Alan. I am from Asia. Your songs are so famous here. ☺☺☺","http://www.youtube.com/@user-wi2qm6yy9h",
2079,"@TopTutors-li3xn","my favorite","Ugwr8tuFtv3H7siWfwR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugwr8tuFtv3H7siWfwR4AaABAg","2023-09-15 01:02:06",0,"my favorite","http://www.youtube.com/@TopTutors-li3xn",
2080,"@ricabanite7185","❤","UgwQrl8f9lvjbGnAKq14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwQrl8f9lvjbGnAKq14AaABAg","2023-09-14 23:07:44",0,"❤","http://www.youtube.com/@ricabanite7185",
2081,"@galihpangestu3083","I like style this songs ...whats genre is it...","UgyMvOoKYJlY2PCE3Wx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyMvOoKYJlY2PCE3Wx4AaABAg","2023-09-14 21:50:41",0,"I like style this songs ...whats genre is it...","http://www.youtube.com/@galihpangestu3083",
2082,"@ryankerobinlamare9625","I love songs 🎵 ♥ 💕 😊","UgwNpEBbMG8zW4LEw-14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwNpEBbMG8zW4LEw-14AaABAg","2023-09-14 21:06:32",0,"I love songs 🎵 ♥ 💕 😊","http://www.youtube.com/@ryankerobinlamare9625",
2083,"@jeremywakim7471","I like Alan Walker songs","UgxQzXY1h2AEQeIGBuV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxQzXY1h2AEQeIGBuV4AaABAg","2023-09-14 19:27:01",0,"I like Alan Walker songs","http://www.youtube.com/@jeremywakim7471",
2084,"@marcelorevelo8168","good","UgyUpaA7O-sq1NiPwkR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyUpaA7O-sq1NiPwkR4AaABAg","2023-09-14 17:44:27",0,"good","http://www.youtube.com/@marcelorevelo8168",
2085,"@Pfhfhe7e6","Let\'s just say we need Alan Walker in the world today so he can keep spreading his music that we love! ❤❤💖💖😍😍🙌🙌😘😘😊","Ugx8bqHtezDii5KLFI14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx8bqHtezDii5KLFI14AaABAg","2023-09-14 16:33:13",0,"Let\'s just say we need Alan Walker in the world today so he can keep spreading his music that we love! ❤❤💖💖😍😍🙌🙌😘😘😊","http://www.youtube.com/@Pfhfhe7e6",
2086,"@kyawthetzin143","Can u creative new songs 😙","UgwBaK74AqdFQ8BVC5x4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwBaK74AqdFQ8BVC5x4AaABAg","2023-09-14 14:35:25",0,"Can u creative new songs 😙","http://www.youtube.com/@kyawthetzin143",
2087,"@NinjabloxYT","ALAN THE BEST","UgymB0JbyrigPZh-m9Z4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgymB0JbyrigPZh-m9Z4AaABAg","2023-09-14 11:19:45",0,"ALAN THE BEST","http://www.youtube.com/@NinjabloxYT",
2088,"@nghialam2804","good :)","UgyoxENRpSAZB0HEcd54AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyoxENRpSAZB0HEcd54AaABAg","2023-09-14 04:20:23",0,"good :)","http://www.youtube.com/@nghialam2804",
2089,"@anamikasahanupur1314","Alan Walker= Goosebumps... as always. You are my most favourite. Lyrics are so much standard.","Ugwc_LFXW7vG-HJUysh4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugwc_LFXW7vG-HJUysh4AaABAg","2023-09-14 01:11:29",0,"Alan Walker= Goosebumps... as always. You are my most favourite. Lyrics are so much standard.","http://www.youtube.com/@anamikasahanupur1314",
2090,"@matteziomadlang-awa1356","Alan is the best Alan is my favorite Alan is awesome Alan is handsome Alan has the most coolest song Alan is really good Alan is not bad Alan is brave","UgxVPPj9zijH2UoORAd4AaABAg","",31,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg","2023-09-14 00:27:01",5,"Alan is the best Alan is my favorite Alan is awesome Alan is handsome Alan has the most coolest song Alan is really good Alan is not bad Alan is brave","http://www.youtube.com/@matteziomadlang-awa1356",
2091,"@haruka12514","respect!!!","UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9udQhY3ikQt","@matteziomadlang-awa1356",5,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9udQhY3ikQt","2023-09-14 07:30:19",0,"respect!!!","http://www.youtube.com/@haruka12514",
2092,"@haruka12514","respect!!!","UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9udQjP5NcgI","@matteziomadlang-awa1356",5,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9udQjP5NcgI","2023-09-14 07:30:34",0,"respect!!!","http://www.youtube.com/@haruka12514",
2093,"@allannjenga7785","alan is a sheee","UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9vC6vQslot1","@matteziomadlang-awa1356",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9vC6vQslot1","2023-09-28 04:10:07",0,"alan is a sheee","http://www.youtube.com/@allannjenga7785",
2094,"@matteziomadlang-awa1356","I,ts my first time having this many likes😭","UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9w-oSEw4xr_","@matteziomadlang-awa1356",4,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskg9w-oSEw4xr_","2023-10-18 06:00:28",0,"I,ts my first time having this many likes😭","http://www.youtube.com/@matteziomadlang-awa1356",
2095,"@royamani9015","@@allannjenga7785 who told you","UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskgA2dvh8cR2m-","@matteziomadlang-awa1356",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxVPPj9zijH2UoORAd4AaABAg.9ucfGEZXskgA2dvh8cR2m-","2024-04-25 04:52:26",0,"@@allannjenga7785 who told you","http://www.youtube.com/@royamani9015",
2096,"@user-mb5nc7mp1m","Mary k\'s","Ugy_vBWTLmCB2s3SbHN4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy_vBWTLmCB2s3SbHN4AaABAg","2023-09-13 15:41:26",0,"Mary k\'s","http://www.youtube.com/@user-mb5nc7mp1m",
2097,"@user-mb5nc7mp1m","Love it❤❤❤","UgxOdoSYLD9Gzf-8qZJ4AaABAg","",6,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxOdoSYLD9Gzf-8qZJ4AaABAg","2023-09-13 15:40:40",0,"Love it❤❤❤","http://www.youtube.com/@user-mb5nc7mp1m",
2098,"@user-ij8mr3de6q","not you darkside l legends never die","UgyjGeZJ7FkaiPI2D6F4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyjGeZJ7FkaiPI2D6F4AaABAg","2023-09-13 08:15:19",0,"not you darkside l legends never die","http://www.youtube.com/@user-ij8mr3de6q",
2099,"@kensfamfriends2735","3:35 alone 9:42 sing me to sleep 12:51 darkside","UgzrSDdM309AuP570aN4AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzrSDdM309AuP570aN4AaABAg","2023-09-13 00:06:13",2,"3:35 alone 9:42 sing me to sleep 12:51 darkside","http://www.youtube.com/@kensfamfriends2735",
2100,"@ClappedTM","bro forgot 27 songs","UgzrSDdM309AuP570aN4AaABAg.9ua34wdWrRo9ubJOn9x5Tw","@kensfamfriends2735",4,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzrSDdM309AuP570aN4AaABAg.9ua34wdWrRo9ubJOn9x5Tw","2023-09-13 11:47:59",0,"bro forgot 27 songs","http://www.youtube.com/@ClappedTM",
2101,"@Binit_gaming_2.0","Lol","UgzrSDdM309AuP570aN4AaABAg.9ua34wdWrRo9ucWYKiLlwG","@kensfamfriends2735",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzrSDdM309AuP570aN4AaABAg.9ua34wdWrRo9ucWYKiLlwG","2023-09-13 23:02:07",0,"Lol","http://www.youtube.com/@Binit_gaming_2.0",
2102,"@thetsu9035","The best songs ever","Ugxn6XAg_yqY1ky0xgx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugxn6XAg_yqY1ky0xgx4AaABAg","2023-09-13 00:04:28",0,"The best songs ever","http://www.youtube.com/@thetsu9035",
2103,"@thetsu9035","❤❤❤❤❤","UgyaygCK27CR2u7oAK54AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyaygCK27CR2u7oAK54AaABAg","2023-09-13 00:01:27",0,"❤❤❤❤❤","http://www.youtube.com/@thetsu9035",
2104,"@Epic07_","Thanks for uploading all songs ❤😊","UgyImdvbIgVcmoExWJ54AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyImdvbIgVcmoExWJ54AaABAg","2023-09-12 11:09:23",0,"Thanks for uploading all songs ❤😊","http://www.youtube.com/@Epic07_",
2105,"@omensea1179","it\'s wonderful!!!!!!💖💖💖💝💝💓💕","UgxqpaoG89m7FGG3N4Z4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxqpaoG89m7FGG3N4Z4AaABAg","2023-09-12 06:02:49",0,"it\'s wonderful!!!!!!💖💖💖💝💝💓💕","http://www.youtube.com/@omensea1179",
2106,"@omensea1179","","UgxeEJVPKK11J7w0rnN4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxeEJVPKK11J7w0rnN4AaABAg","2023-09-12 06:01:05",0,"","http://www.youtube.com/@omensea1179",
2107,"@aliceciattaglia4505","perfavore un nuovo concer fallo in italia perfavore io mo la tua musica perfavore la prego","UgyvNJ7KNCOW2rFvD-J4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyvNJ7KNCOW2rFvD-J4AaABAg","2023-09-12 05:49:26",0,"perfavore un nuovo concer fallo in italia perfavore io mo la tua musica perfavore la prego","http://www.youtube.com/@aliceciattaglia4505",
2108,"@aliceciattaglia4505","nuw concert pla i love your miusic in italy pls concrt i fro italy pls nuw concert pls","Ugzt2DdpWnPEYjyRjrN4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugzt2DdpWnPEYjyRjrN4AaABAg","2023-09-12 05:48:43",0,"nuw concert pla i love your miusic in italy pls concrt i fro italy pls nuw concert pls","http://www.youtube.com/@aliceciattaglia4505",
2109,"@mnirahbathes-ik5zp","I like this boy","UgyEMecGA4vOFdqK9DJ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyEMecGA4vOFdqK9DJ4AaABAg","2023-09-12 04:22:00",0,"I like this boy","http://www.youtube.com/@mnirahbathes-ik5zp",
2110,"@Ishowmessi169","Alan walker the goat","UgxrM3ddS91OPf8bpGl4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxrM3ddS91OPf8bpGl4AaABAg","2023-09-12 02:43:19",0,"Alan walker the goat","http://www.youtube.com/@Ishowmessi169",
2111,"@showgamer607","Muito linda as musicas Sou seu Fan Cara @alanwalker","UgyFVrgH192q_hJzvaN4AaABAg","",22,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyFVrgH192q_hJzvaN4AaABAg","2023-09-11 14:41:41",2,"Muito linda as musicas Sou seu Fan Cara @alanwalker","http://www.youtube.com/@showgamer607",
2112,"@user-ek8nc1dw5c","Onv f.somz","UgyFVrgH192q_hJzvaN4AaABAg.9uXTgI1Rqff9uZTJ4i7dkr","@showgamer607",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyFVrgH192q_hJzvaN4AaABAg.9uXTgI1Rqff9uZTJ4i7dkr","2023-09-12 09:16:51",0,"Onv f.somz","http://www.youtube.com/@user-ek8nc1dw5c",
2113,"@elidamaria-ne6kz","Que legal chata","UgyFVrgH192q_hJzvaN4AaABAg.9uXTgI1Rqff9vB2ONx7I9_","@showgamer607",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyFVrgH192q_hJzvaN4AaABAg.9uXTgI1Rqff9vB2ONx7I9_","2023-09-27 18:11:16",0,"Que legal chata","http://www.youtube.com/@elidamaria-ne6kz",
2114,"@reenjievilladolid8884","I love to listen this songs","UgznlRXqA6Sx6VR35ER4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgznlRXqA6Sx6VR35ER4AaABAg","2023-09-11 09:06:39",0,"I love to listen this songs","http://www.youtube.com/@reenjievilladolid8884",
2115,"@eerocrisnatinga9557","nice....while at work","UgzCy3uoeo0iZxSQmIB4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzCy3uoeo0iZxSQmIB4AaABAg","2023-09-11 02:55:32",0,"nice....while at work","http://www.youtube.com/@eerocrisnatinga9557",
2116,"@h-topsongs2412","Whoever’s reading this, I pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day!","UgyH4BNOA6fbh0sTMW54AaABAg","",41,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyH4BNOA6fbh0sTMW54AaABAg","2023-09-11 02:41:06",3,"Whoever’s reading this, I pray that whatever your going through gets better and whatever your struggling with or worrying about is going to be fine and that everyone has a fantastic day!","http://www.youtube.com/@h-topsongs2412",
2117,"@kellypeers100","I got back with my bf on Friday so ur comment worked","UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA0lAvUOYcNJ","@h-topsongs2412",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA0lAvUOYcNJ","2024-03-09 06:26:06",0,"I got back with my bf on Friday so ur comment worked","http://www.youtube.com/@kellypeers100",
2118,"@brookemiller3162","Thanks 😊","UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA10TAO-ff__","@h-topsongs2412",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA10TAO-ff__","2024-03-15 15:13:24",0,"Thanks 😊","http://www.youtube.com/@brookemiller3162",
2119,"@user-lw9le6bb9w","Nice 😊😊😊😊😊😊","UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA1Z8k7I_slc","@h-topsongs2412",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyH4BNOA6fbh0sTMW54AaABAg.9uWBDZJp5TiA1Z8k7I_slc","2024-03-29 02:28:20",0,"Nice 😊😊😊😊😊😊","http://www.youtube.com/@user-lw9le6bb9w",
2120,"@Vivyelnn_0102","This is a timer of the time I\'m spending to do my homework but I don\'t really care if I take long cause that means more Alan Walker songs 3","UgzjNywhn5NQLkoUqmZ4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzjNywhn5NQLkoUqmZ4AaABAg","2023-09-10 16:55:30",0,"This is a timer of the time I\'m spending to do my homework but I don\'t really care if I take long cause that means more Alan Walker songs 3","http://www.youtube.com/@Vivyelnn_0102",
2121,"@Odhiambokevin830","Much love from Kenya","UgyPyIlzKSyu2zSytcx4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyPyIlzKSyu2zSytcx4AaABAg","2023-09-10 13:55:41",0,"Much love from Kenya","http://www.youtube.com/@Odhiambokevin830",
2122,"@manjuagarwal4161","Music is good","Ugzwl84dBHFZD07QNXd4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugzwl84dBHFZD07QNXd4AaABAg","2023-09-10 11:24:19",0,"Music is good","http://www.youtube.com/@manjuagarwal4161",
2123,"@manjuagarwal4161","😂😂🎉🎉😮😮😊😊😅😅😂😂😢😢❤❤❤❤❤❤❤❤","UgyX9i9PIYkI8_NZ4eV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyX9i9PIYkI8_NZ4eV4AaABAg","2023-09-10 11:22:48",0,"😂😂🎉🎉😮😮😊😊😅😅😂😂😢😢❤❤❤❤❤❤❤❤","http://www.youtube.com/@manjuagarwal4161",
2124,"@manjuagarwal4161","😮🎉🎉","UgwB2EvIEymZgn01VkR4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwB2EvIEymZgn01VkR4AaABAg","2023-09-10 11:15:57",0,"😮🎉🎉","http://www.youtube.com/@manjuagarwal4161",
2125,"@user-kd3hs4un4i","Your my favourite singer alan❤😊","Ugx4iA0rtKjou_gxPxh4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx4iA0rtKjou_gxPxh4AaABAg","2023-09-10 08:33:23",0,"Your my favourite singer alan❤😊","http://www.youtube.com/@user-kd3hs4un4i",
2126,"@phatexpress","Ohhh...is legendary song !","Ugz3snqjUFTyExOqE7F4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz3snqjUFTyExOqE7F4AaABAg","2023-09-10 05:01:10",0,"Ohhh...is legendary song !","http://www.youtube.com/@phatexpress",
2127,"@erickokumbe6104","I\'m his big fan","UgylU1R4P9TFW169CSt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgylU1R4P9TFW169CSt4AaABAg","2023-09-10 02:45:44",0,"I\'m his big fan","http://www.youtube.com/@erickokumbe6104",
2128,"@LordAbcian","Alan Walker all song are good 😊❤🎉🎉🎉","UgzLfQ2jnqaL2yaJ_hd4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzLfQ2jnqaL2yaJ_hd4AaABAg","2023-09-10 02:17:00",0,"Alan Walker all song are good 😊❤🎉🎉🎉","http://www.youtube.com/@LordAbcian",
2129,"@Tirano555","Lloro aveses que escucho esta musica❤❤❤❤❤❤, marca un antes y un despues en la vida de todos👌","UgzfhPvMWJjr4IAN6i94AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzfhPvMWJjr4IAN6i94AaABAg","2023-09-09 19:50:58",0,"Lloro aveses que escucho esta musica❤❤❤❤❤❤, marca un antes y un despues en la vida de todos👌","http://www.youtube.com/@Tirano555",
2130,"@lorenaaguero1606","Amo las canciones de Alan walker ❤❤","UgxQMcV8sfhuxmAorwl4AaABAg","",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxQMcV8sfhuxmAorwl4AaABAg","2023-09-09 18:38:38",0,"Amo las canciones de Alan walker ❤❤","http://www.youtube.com/@lorenaaguero1606",
2131,"@devamsakariya5181","Best song❤❤❤🎉🎉","Ugw3ALASgGZemBCDChN4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugw3ALASgGZemBCDChN4AaABAg","2023-09-09 10:53:57",0,"Best song❤❤❤🎉🎉","http://www.youtube.com/@devamsakariya5181",
2132,"@rajeshlohar3405","One of my favourite singer from hollywood Alan Walker ❤️ when i hear songs of Alan Walker feel ownself much better 😊😊😊😊 all songs are so attractive,  so adorable ❤️❤️❤️","Ugx1A4vr3cYrhPcwsnd4AaABAg","",13,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx1A4vr3cYrhPcwsnd4AaABAg","2023-09-09 10:47:25",0,"One of my favourite singer from hollywood Alan Walker ❤️ when i hear songs of Alan Walker feel ownself much better 😊😊😊😊 all songs are so attractive,  so adorable ❤️❤️❤️","http://www.youtube.com/@rajeshlohar3405",
2133,"@ZabrinaAnakku-cz6kc",77,"UgwQCG5YV35BziHsAld4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwQCG5YV35BziHsAld4AaABAg","2023-09-09 03:30:48",0,77,"http://www.youtube.com/@ZabrinaAnakku-cz6kc",
2134,"@bambolim99","I love this alot","UgzC_OjXqAPG6KU8o4x4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzC_OjXqAPG6KU8o4x4AaABAg","2023-09-09 02:43:27",0,"I love this alot","http://www.youtube.com/@bambolim99",
2135,"@user-jj1bs7ql8m","Good 🎉🎉🎉🎉🎉 songs keep it up","UgxUZcEJywsk6elY4KN4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxUZcEJywsk6elY4KN4AaABAg","2023-09-08 17:44:47",0,"Good 🎉🎉🎉🎉🎉 songs keep it up","http://www.youtube.com/@user-jj1bs7ql8m",
2136,"@judetari5384","I love your songs alan walker keep it up","Ugx5Nd79Ykf5sehfnjl4AaABAg","",6,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugx5Nd79Ykf5sehfnjl4AaABAg","2023-09-08 17:10:50",0,"I love your songs alan walker keep it up","http://www.youtube.com/@judetari5384",
2137,"@user-cr3ko3xq5m","Wow! The songs are great","UgzqnrJopRFHIP05Dvd4AaABAg","",3,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzqnrJopRFHIP05Dvd4AaABAg","2023-09-08 17:00:55",0,"Wow! The songs are great","http://www.youtube.com/@user-cr3ko3xq5m",
2138,"@diananowak9345","❤","UgzqaUJfpIM-E2XXQrt4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzqaUJfpIM-E2XXQrt4AaABAg","2023-09-08 14:11:08",0,"❤","http://www.youtube.com/@diananowak9345",
2139,"@mumandbaby842","Is alan walker still alive?","UgyaolH-HN4nNblnt614AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyaolH-HN4nNblnt614AaABAg","2023-09-08 06:15:09",2,"Is alan walker still alive?","http://www.youtube.com/@mumandbaby842",
2140,"@tawnyclaw.","yeah :","UgyaolH-HN4nNblnt614AaABAg.9uOqKefd0NC9uPdgDPQKQQ","@mumandbaby842",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyaolH-HN4nNblnt614AaABAg.9uOqKefd0NC9uPdgDPQKQQ","2023-09-08 13:43:52",0,"yeah :","http://www.youtube.com/@tawnyclaw.",
2141,"@stoopidu-.5612","of course bruh","UgyaolH-HN4nNblnt614AaABAg.9uOqKefd0NC9vPj6X8mrYl","@mumandbaby842",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyaolH-HN4nNblnt614AaABAg.9uOqKefd0NC9vPj6X8mrYl","2023-10-03 11:02:41",0,"of course bruh","http://www.youtube.com/@stoopidu-.5612",
2142,"@mumandbaby842","I like this song :)","UgzY2jfEpvYTxFDHTc14AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzY2jfEpvYTxFDHTc14AaABAg","2023-09-08 06:03:07",0,"I like this song :)","http://www.youtube.com/@mumandbaby842",
2143,"@user-je7hn8in7b","The best Allan walker for my favorite music at all time😂❤❤❤","UgyC8GEgpbPadE0Gir94AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyC8GEgpbPadE0Gir94AaABAg","2023-09-08 04:55:09",0,"The best Allan walker for my favorite music at all time😂❤❤❤","http://www.youtube.com/@user-je7hn8in7b",
2144,"@PethumMadusanka-dn1io","Helloq","Ugz-5NR4X8LEzuV54494AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugz-5NR4X8LEzuV54494AaABAg","2023-09-08 02:46:53",0,"Helloq","http://www.youtube.com/@PethumMadusanka-dn1io",
2145,"@PethumMadusanka-dn1io","Hellow","UgzuALZGXYLI9X4E3RV4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgzuALZGXYLI9X4E3RV4AaABAg","2023-09-08 02:46:20",0,"Hellow","http://www.youtube.com/@PethumMadusanka-dn1io",
2146,"@gabrielgarrido7099","2:63:03 name?","UgyKphlYVgqQafJE0JF4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgyKphlYVgqQafJE0JF4AaABAg","2023-09-07 21:04:07",0,"2:63:03 name?","http://www.youtube.com/@gabrielgarrido7099",
2147,"@daldadidas","❤❤❤❤","Ugy_Yzey6syZzbOtOKZ4AaABAg","",0,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=Ugy_Yzey6syZzbOtOKZ4AaABAg","2023-09-07 18:04:27",0,"❤❤❤❤","http://www.youtube.com/@daldadidas",
2148,"@alanjamestenorio1784","I love this youtuber because it has alan that\'s my first name in my real name","UgxMVSud0TubkyZsB394AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgxMVSud0TubkyZsB394AaABAg","2023-09-07 05:40:18",0,"I love this youtuber because it has alan that\'s my first name in my real name","http://www.youtube.com/@alanjamestenorio1784",
2149,"@masduwi7232","Meskipun bhs inggris Q gk patek iso tp suka lagu barat termasuk alan walker top markontoppp","UgwImv2USIe98BkacRt4AaABAg","",1,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgwImv2USIe98BkacRt4AaABAg","2023-09-07 05:39:27",0,"Meskipun bhs inggris Q gk patek iso tp suka lagu barat termasuk alan walker top markontoppp","http://www.youtube.com/@masduwi7232",
2150,"@seresau8621","Lots of memories listening to this song. My good friend and I used to play these songs when we did video chat while he was serving in Middle East. 😢🙏🙏🥺","UgytsukmjnQjzEo3Ryd4AaABAg","",45,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgytsukmjnQjzEo3Ryd4AaABAg","2023-09-07 05:02:44",3,"Lots of memories listening to this song. My good friend and I used to play these songs when we did video chat while he was serving in Middle East. 😢🙏🙏🥺","http://www.youtube.com/@seresau8621",
2151,"@JoseDesosa-xz9to","❤❤❤😢😢😢😢","UgytsukmjnQjzEo3Ryd4AaABAg.9uM8FS-yYlR9vAbR4smpdC","@seresau8621",2,"https://www.youtube.com/watch?v=mjO1yZyi6bM&lc=UgytsukmjnQjzEo3Ryd4AaABAg.9uM8FS-yYlR9vAbR4smpdC","2023-09-27 14:06:58",0,"❤❤❤😢😢😢😢","http://www.youtube.com/@JoseDesosa-xz9to",
